Customer ID,Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Internet Service,Internet Type,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,Age Group,Has Dependents,Total Charges Per Month
1792-UXAFY,Female,80,No,0,San Jose,95110,37.34667,-121.910019,0,17,Offer D,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.8189097726338379,-0.34572155570533114,-0.24829533787400415,-0.2732809709900021,-0.2749737162616121,2013.19,Churned,65+,0,2102.34
1794-HBQTJ,Female,22,No,0,Corcoran,93212,36.04533,-119.532424,0,1,Offer E,Yes,Yes,Cable,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,-0.48057216348743087,-0.9848032445068284,-0.24829533787400415,-0.2732809709900021,-0.8770453471491585,55.14,Churned,18-24,0,103.74000000000001
1794-SWWKL,Male,22,Yes,2,Dorris,96023,41.949216,-122.050062,6,15,Offer D,Yes,Yes,DSL,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,-0.1264593300931025,-0.6236292044018602,3.883248783048874,-0.2732809709900021,-0.4531916434506692,1199.85,Stayed,18-24,1,1259.5
1796-JANOW,Female,33,No,0,Fiddletown,95629,38.513484,-120.704613,0,2,Offer E,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Credit Card,-1.3987018174917307,-0.9894144463627805,-0.24829533787400415,-0.2732809709900021,-0.803107761874886,107.29,Joined,25-34,0,127.24
1803-BGNBD,Female,59,No,0,Santa Monica,90402,34.035849,-118.503508,0,12,Offer D,Yes,Yes,DSL,No,Yes,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,-0.297907624994429,-0.7174417895286973,-0.24829533787400415,4.9049749112272165,-0.35142706921374717,1236.06,Stayed,55-64,0,1290.36
1809-DMJHQ,Female,56,No,1,Newport Beach,92660,33.634626,-117.874882,0,5,No Offer,Yes,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,-0.5638928301684494,-0.9084205611321553,-0.24829533787400415,-0.2732809709900021,-0.7436860379907222,341.15,Churned,55-64,1,387.15
1810-BOHSY,Male,63,Yes,0,Vacaville,95687,38.333133,-121.920151,7,51,Offer B,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Yes,One Year,Yes,Credit Card,1.0512462470328316,1.1608176611845615,-0.24829533787400415,-0.2732809709900021,1.223514363823408,6696.05,Stayed,55-64,0,6792.45
1810-MVMAI,Male,31,Yes,1,San Jose,95113,37.333851,-121.891147,4,30,Offer C,Yes,Yes,Cable,Yes,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.12830963148924224,-0.12363371894927683,-0.24829533787400415,-0.2732809709900021,0.8174482006078347,3441.4,Stayed,25-34,1,3509.0
1813-JLKWR,Female,47,Yes,0,Orange,92868,33.787796,-117.875928,7,64,No Offer,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Bank Withdrawal,-1.40350877903102,-0.4164340052188573,-0.24829533787400415,-0.2732809709900021,0.8727242228256614,2824.65,Stayed,45-54,0,2844.45
1813-JYWTO,Female,59,Yes,0,Shandon,93461,35.634488,-120.293534,4,72,No Offer,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,0.5401060033550453,1.5255438711402871,-0.24829533787400415,4.9049749112272165,-0.35497040397130014,6316.16,Stayed,55-64,0,6396.610000000001
1814-DKOLC,Female,63,No,0,Loma Linda,92354,34.049315,-117.255974,0,5,No Offer,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Credit Card,-1.2224465610511146,-0.9467884081536909,-0.24829533787400415,-0.2732809709900021,-0.8528207485233545,161.8,Stayed,55-64,0,187.25
1814-WFGVS,Male,53,Yes,3,Richvale,95974,39.495768,-121.747472,3,72,No Offer,No,Yes,DSL,Yes,No,Yes,Yes,Yes,No,No,Yes,Two Year,No,Mailed Check,-0.4709582404088519,0.5500871416887994,4.1097561023889035,-0.2732809709900021,-0.884769816920624,3492.56,Stayed,45-54,1,3541.46
1816-FLZDK,Male,34,No,0,Fawnskin,92333,34.274846,-116.937581,0,1,No Offer,No,Yes,DSL,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,-1.103874843081973,-0.993385816382261,-0.24829533787400415,-0.2732809709900021,-0.884769816920624,29.15,Joined,25-34,0,58.3
1818-ESQMW,Female,31,No,0,San Joaquin,93660,36.600193,-120.153393,0,27,Offer C,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.8205120931469343,0.04554664388058847,-0.24829533787400415,-0.2732809709900021,0.37871249092762294,3453.34,Stayed,25-34,0,3542.54
1820-DJFPH,Female,59,Yes,3,Orick,95555,41.336354,-124.044354,4,72,No Offer,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,Yes,Bank Withdrawal,-1.2673115354178166,-0.2520634127459182,-0.24829533787400415,-0.2732809709900021,3.221813433692995,5186.03,Stayed,55-64,1,5210.08
1820-TQVEV,Male,27,No,0,Madera,93638,37.004068,-119.930027,0,1,Offer E,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.1908001315000062,-0.9755587776281489,-0.24829533787400415,-0.2732809709900021,-0.8263874712320092,118.98,Churned,25-34,0,188.53
1821-BUCWY,Male,35,No,0,Valyermo,93563,34.39583,-117.734568,0,30,Offer C,Yes,Yes,Cable,Yes,No,Yes,No,No,No,No,Yes,Two Year,Yes,Mailed Check,-0.25464497114082324,-0.2764652751989479,-0.24829533787400415,-0.2732809709900021,0.7827235199838153,3065.65,Stayed,35-44,0,3121.3
1830-GGFNM,Male,35,Yes,2,Somerset,95684,38.606703,-120.586659,6,65,Offer B,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,0.9919603880482606,1.6760808580453694,-0.24829533787400415,-0.2732809709900021,0.6145922857379258,7348.2,Stayed,35-44,1,7442.75
1830-IPXVJ,Female,44,Yes,2,Lafayette,94549,37.907777,-122.127161,6,61,Offer B,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Credit Card,-1.4051110995441165,-0.42748765177307785,-0.24829533787400415,-0.2732809709900021,0.9452444741969128,2861.0,Stayed,35-44,1,2880.75
1832-PEUTS,Male,23,Yes,2,San Bernardino,92410,34.106922,-117.297553,4,62,Offer B,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,Two Year,Yes,Credit Card,0.8173074521207411,1.3817140869347715,-0.24829533787400415,-0.2732809709900021,1.8796218497636377,7752.15,Stayed,18-24,1,7841.25
1833-TCXKK,Male,50,Yes,0,San Bernardino,92408,34.084909,-117.258107,0,45,Offer B,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,1.414973003505739,1.1483519719567479,-0.24829533787400415,-0.2732809709900021,0.6996323199191977,6224.25,Stayed,45-54,0,6332.0
1833-VGRUM,Female,70,No,0,Perris,92570,33.787298,-117.320676,0,1,Offer E,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.3398159392179817,-0.9735069031180842,-0.24829533787400415,-0.2732809709900021,-0.8269544047932175,123.15,Churned,65+,0,197.35000000000002
1834-ABKHQ,Female,59,Yes,2,Upper Lake,95485,39.220368,-122.907693,2,52,Offer B,Yes,Yes,Cable,No,No,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,-0.4052630993718949,0.14573548420536928,-0.24829533787400415,-0.2732809709900021,-0.2687492582041774,3132.21,Stayed,55-64,1,3183.16
1834-WULEG,Male,61,Yes,2,Nevada City,95959,39.333737,-120.858667,5,24,Offer C,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Mailed Check,-1.3890878944131515,-0.8122030908268548,-0.24829533787400415,-0.2732809709900021,0.27205811472527786,1419.19,Stayed,55-64,1,1439.44
1837-YQUCE,Female,54,No,0,Buena Park,90620,33.845706,-118.012204,0,70,Offer A,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,-0.16811966343361165,0.8533453690096783,-0.24829533787400415,-0.2732809709900021,-0.884769816920624,4214.25,Stayed,45-54,0,4272.6
1839-FBNFR,Female,35,Yes,1,Georgetown,95634,38.9386,-120.785514,3,39,No Offer,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,Yes,Bank Withdrawal,-1.4019064585179235,-0.6290567434284834,-0.24829533787400415,-0.2732809709900021,0.6155135527748896,2125.03,Stayed,35-44,1,2144.88
1839-UMACK,Male,20,No,0,Pasadena,91106,34.139402,-118.128658,0,42,No Offer,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Bank Withdrawal,-1.2352651251558864,-0.5871146633894153,-0.24829533787400415,-0.2732809709900021,0.486359000862083,2110.73,Stayed,18-24,0,2135.78
1840-BIUOG,Male,23,No,0,Hayward,94545,37.62984,-122.120843,0,20,No Offer,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,0.1635606827773657,-0.3813315068800055,-0.24829533787400415,-0.2732809709900021,-0.11704728611747509,2066.2,Stayed,18-24,0,2134.9
1841-YSJGV,Male,58,Yes,0,South El Monte,91733,34.04622,-118.053753,9,72,Offer A,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,1.4854751060819855,2.458727573051083,-0.24829533787400415,-0.2732809709900021,2.583162776991643,10788.56,Stayed,55-64,0,10898.509999999998
1842-EZJMK,Male,28,Yes,0,Orangevale,95662,38.689174,-121.218435,1,50,Offer B,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,1.285185041944922,1.2314197948642132,4.384348774437989,-0.2732809709900021,1.13138766012703,6741.44,Churned,25-34,0,6845.14
1843-TLSGD,Female,56,Yes,3,Standish,96128,40.346634,-120.386422,6,13,No Offer,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Credit Card,-1.3698600482559933,-0.8860705731891905,-0.24829533787400415,-0.2732809709900021,-0.46067989090496453,631.41,Stayed,55-64,1,652.26
1845-CSBRZ,Female,71,Yes,1,Pomona,91766,34.042286,-117.756106,7,22,Offer D,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,0.6971334136385029,-0.14066648369949286,-0.24829533787400415,-0.2732809709900021,0.1595454250571116,2845.78,Stayed,65+,1,2931.1299999999997
1845-ZLLIG,Male,45,No,0,Woodbridge,95258,38.169605,-121.310964,0,1,Offer E,Yes,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,-0.4309002275814392,-0.9841192863368067,-0.24829533787400415,-0.2732809709900021,-0.8607932517278487,70.45,Joined,45-54,0,120.6
1846-XWOQN,Female,80,No,0,Bradley,93426,35.842889,-121.004862,0,1,No Offer,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.21002797765716458,-0.9752940196268503,-0.24829533787400415,-0.2732809709900021,-0.8281118941473515,118.12,Churned,65+,0,188.27
1848-LBZHY,Female,19,Yes,0,Downey,90242,33.921793,-118.140588,7,7,No Offer,Yes,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,-0.4260932660421497,-0.8495560321767456,-0.24829533787400415,-0.2732809709900021,-0.6099487731248138,587.78,Stayed,18-24,0,638.08
1849-RJYIG,Female,43,No,0,Sunnyvale,94087,37.3511,-122.037311,0,8,No Offer,Yes,Yes,DSL,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,-0.11524308650142691,-0.7910224507229593,-0.24829533787400415,-0.2732809709900021,-0.44275061703174634,861.99,Stayed,35-44,0,921.99
1850-AKQEP,Male,61,No,1,Santa Cruz,95064,37.007882,-122.065975,0,8,No Offer,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Credit Card,-1.3858832533869583,-0.9273948845585617,-0.24829533787400415,-0.2732809709900021,-0.7489892290111931,293.66,Stayed,55-64,1,314.01
1852-QSWCD,Male,62,Yes,1,Palo Verde,92266,33.3249,-114.758334,1,64,No Offer,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,Yes,Credit Card,-1.243276727721369,-0.3378008788331453,-0.24829533787400415,-0.2732809709900021,1.7798179207592282,3770.85,Stayed,55-64,1,3795.6499999999996
1852-XEMDW,Male,20,No,0,Mad River,95552,40.390301,-123.412327,0,22,Offer D,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,0.04659128532132039,-0.37632316802210525,-0.24829533787400415,0.1250464045651686,0.2528296181076235,2400.71,Stayed,18-24,0,2465.7599999999998
1853-ARAAQ,Female,47,No,0,Cayucos,93430,35.511833,-120.918713,0,26,No Offer,No,Yes,DSL,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,-0.4244909455290531,-0.4425347315135536,-0.24829533787400415,-0.2732809709900021,-0.884769816920624,1277.5,Stayed,45-54,0,1327.85
1853-UDXBW,Male,38,Yes,0,Samoa,95564,40.809636,-124.189977,1,1,No Offer,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.20522101611787485,-0.9753602091271749,-0.24829533787400415,-0.2732809709900021,-0.8389426873896053,108.8,Churned,35-44,0,178.8
1855-AGAWH,Male,27,Yes,0,Bell,90201,33.970343,-118.171368,2,31,No Offer,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,0.967925580351813,0.2909773110844778,-0.24829533787400415,-0.2732809709900021,0.45861468971044306,4077.19,Stayed,25-34,0,4170.990000000001
1855-CFULU,Female,65,No,0,Oakland,94619,37.787186,-122.14633,0,4,No Offer,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Credit Card,-1.3954971764655373,-0.9658951105807467,-0.24829533787400415,-0.2732809709900021,-0.6864375594245243,259.37,Stayed,65+,0,279.41999999999996
1862-QRWPE,Female,24,Yes,0,Pacific Palisades,90272,34.079449,-118.548306,10,48,No Offer,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Bank Withdrawal,-1.3762693303083795,-0.5398332969908236,-0.24829533787400415,-0.2732809709900021,1.267309981426763,2879.08,Stayed,18-24,0,2899.73
1862-SKORY,Female,66,Yes,0,Los Angeles,90029,34.089953,-118.294824,1,40,No Offer,No,Yes,Cable,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,-0.7786037789233816,-0.283724057067887,-0.24829533787400415,-0.2732809709900021,-0.884769816920624,1637.4,Churned,65+,0,1676.7
1866-DIOQZ,Female,23,Yes,0,Forestville,95436,38.499302,-122.92444,10,71,No Offer,No,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,0.10267250327969821,1.0629013270375942,-0.24829533787400415,-0.2732809709900021,-0.884769816920624,4689.15,Stayed,18-24,0,4755.95
1866-NXPSP,Female,48,No,0,Arcata,95521,40.839958,-124.003757,0,36,No Offer,Yes,Yes,Cable,Yes,Yes,Yes,Yes,No,Yes,Yes,No,One Year,Yes,Credit Card,0.38307859307158726,0.17640328602246796,-0.24829533787400415,3.7099927845617047,0.475870729979726,3932.15,Stayed,45-54,0,4007.7000000000003
1866-OBPNR,Male,28,Yes,1,Sacramento,95833,38.619049,-121.517552,5,1,No Offer,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,0.3526345033227535,-0.973330397783885,-0.24829533787400415,-0.2732809709900021,-0.8339938298448896,117.59,Joined,25-34,1,192.19
1866-RZZQS,Male,77,No,0,Redlands,92373,34.003243,-117.138286,0,41,Offer B,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,1.115339067556692,0.8416518906189859,-0.24829533787400415,-0.2732809709900021,1.1520098684159885,5912.21,Churned,65+,0,6010.61
1866-ZSLJM,Male,31,No,0,Valley Ford,94972,38.339996,-122.935056,0,21,Offer D,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Credit Card,-1.381076291847669,-0.8284857079067246,-0.24829533787400415,-0.2732809709900021,-0.0689878556891979,1093.54,Stayed,25-34,0,1114.04
1867-BDVFH,Male,35,Yes,0,Los Angeles,90056,33.987945,-118.370442,1,11,Offer D,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.3446229007572709,-0.6381467681397385,-0.24829533787400415,-0.2732809709900021,-0.7660208580791646,934.74,Churned,35-44,0,1009.09
1867-TJHTS,Female,47,No,0,Sacramento,95817,38.550722,-121.457314,0,58,No Offer,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.5192758366847905,0.991284287686298,-0.24829533787400415,-0.2732809709900021,0.670966741730594,5844.03,Stayed,45-54,0,5923.830000000001
1871-MOWRM,Male,57,Yes,0,Woodacre,94973,38.005839,-122.638155,3,12,No Offer,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.5529245674598171,-0.6239160255699338,2.753242994386047,-0.2732809709900021,-0.6259646462289532,1061.85,Churned,55-64,0,1142.7
1872-EBWSC,Female,28,No,0,Berkeley,94702,37.866009,-122.286228,0,29,No Offer,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Mailed Check,-1.3858832533869583,-0.7338347224424415,-0.24829533787400415,-0.2732809709900021,-0.158964936299327,1231.86,Stayed,25-34,0,1252.21
1875-QIVME,Female,26,Yes,3,Tujunga,91042,34.296574,-118.244839,1,2,Offer E,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,1.3076175291282732,-0.8991099047531511,5.501700522914223,-0.2732809709900021,-0.857580628214334,220.38,Churned,25-34,1,324.78000000000003
1877-HKBQX,Female,21,No,0,Cerritos,90703,33.8681,-118.067402,0,11,Offer D,Yes,Yes,DSL,Yes,No,No,Yes,No,No,No,Yes,One Year,Yes,Mailed Check,-0.2882937019158498,-0.7336140907746926,-0.24829533787400415,-0.2732809709900021,-0.8696988330851652,630.61,Stayed,18-24,0,685.21
1891-FZYSA,Male,65,Yes,0,Piercy,95587,39.955587,-123.681175,1,69,No Offer,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,0.844546900843382,1.704498216851429,0.6109139907957155,4.108320160116875,0.4468862516629426,7373.82,Churned,65+,0,7463.7699999999995
1891-QRQSA,Male,71,Yes,0,Downey,90241,33.940884,-118.128628,9,64,Offer B,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,1.5383516830141701,2.1262797760870233,-0.24829533787400415,-0.2732809709900021,0.3496335236839712,8144.12,Stayed,65+,0,8255.720000000001
1891-UAWWU,Female,79,Yes,0,Johannesburg,93528,35.363339,-117.637641,1,20,No Offer,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.8717863495660224,-0.14534387505576976,-0.24829533787400415,-0.2732809709900021,-0.7720917716304387,2046.4,Churned,65+,0,2137.2
1894-IGFSG,Female,38,No,0,Lancaster,93535,34.712708,-117.889656,0,22,No Offer,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,0.8221144136600308,-0.16438438798250085,-0.24829533787400415,-0.2732809709900021,-0.4167897843747414,2304.07,Churned,35-44,0,2393.3199999999997
1895-QTKDO,Female,38,No,0,San Jacinto,92583,33.796568,-116.924723,0,1,No Offer,Yes,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,-0.6295879712054061,-0.9868551190168933,-0.24829533787400415,-0.2732809709900021,-0.8309229397216769,89.54,Joined,35-44,0,133.49
1897-OKVMW,Female,44,Yes,1,Lathrop,95330,37.80821,-121.308401,3,64,No Offer,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Mailed Check,0.8653770675136363,1.5607787484797881,-0.24829533787400415,-0.2732809709900021,1.91210241837454,8185.45,Stayed,35-44,1,8276.05
1897-RCFUM,Female,31,Yes,2,Point Arena,95468,38.911299,-123.609588,1,39,No Offer,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,Yes,Credit Card,-1.2625045738785274,-0.6026691959657136,-0.24829533787400415,-0.2732809709900021,-0.6139173080532729,1143.92,Stayed,25-34,1,1168.1200000000001
1898-JSNDC,Female,23,No,0,Elk Grove,95758,38.35363,-121.44195,0,39,Offer C,Yes,Yes,DSL,No,Yes,No,No,Yes,No,No,Yes,One Year,Yes,Credit Card,-0.16010806086812912,-0.02465835279711514,-0.24829533787400415,-0.2732809709900021,1.3341018416066373,4103.13,Stayed,18-24,0,4161.73
1899-VXWXM,Male,55,No,0,San Diego,92130,32.957195,-117.202542,0,48,No Offer,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,1.362096426573554,1.2366046390563126,-0.24829533787400415,-0.2732809709900021,0.517256879947945,6269.84,Churned,55-64,0,6375.9400000000005
1902-XBTFB,Male,39,No,0,North Hollywood,91605,34.207295,-118.400022,0,22,Offer D,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.8269213751993205,-0.12306007661312969,-0.24829533787400415,-0.2732809709900021,0.1436949075749913,2872.26,Churned,35-44,0,2961.66
1904-WAJAA,Female,23,Yes,3,Coronado,92118,32.68674,-117.186612,0,24,Offer C,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,0.024158798137969176,-0.3184735447383406,-0.24829533787400415,-0.2732809709900021,0.4344845800115071,2675.61,Stayed,18-24,1,2739.96
1905-OEILC,Female,42,No,0,Pebble Beach,93953,36.587497,-121.944815,0,1,Offer E,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Credit Card,-1.4131227021095991,-0.997644007569815,-0.24829533787400415,-0.2732809709900021,-0.8610176629291604,39.61,Joined,35-44,0,59.11
1907-UBQFC,Male,69,No,0,San Francisco,94108,37.791998,-122.408653,0,10,No Offer,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,0.2965532853643757,-0.7023726466214466,-0.24829533787400415,0.9217011556755099,-0.8202811243331594,773.25,Churned,65+,0,846.1
1907-YLNYW,Male,47,No,0,Gasquet,95543,41.867908,-123.794144,0,8,No Offer,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.09946786225350536,-0.750757171358783,-0.24829533787400415,-0.2732809709900021,-0.49613686071221147,908.04,Stayed,45-54,0,974.74
1910-FMXJM,Female,59,Yes,0,Colton,92324,34.030915,-117.273201,8,36,No Offer,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,0.5385036828419488,0.2900285949131574,-0.24829533787400415,-0.2732809709900021,1.212742626160447,4713.53,Stayed,55-64,0,4793.93
1915-IOFGU,Female,53,No,0,Keene,93531,35.214982,-118.59049,0,1,No Offer,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.22124422124883994,-0.975139577459426,-0.24829533787400415,-0.2732809709900021,-0.8358836083822512,111.89,Churned,45-54,0,182.39
1915-OAKWD,Female,56,No,0,Belvedere Tiburon,94920,37.885629,-122.46858,0,16,Offer D,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,Yes,Bank Withdrawal,-1.419531984161985,-0.8472393996653821,-0.24829533787400415,-0.2732809709900021,-0.05232237121284043,1065.15,Stayed,55-64,0,1084.45
1918-ZBFQJ,Female,48,No,3,Glendale,91206,34.162515,-118.203869,0,13,No Offer,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.501650311040729,-0.5157182557058675,5.857279052157509,-0.2732809709900021,-0.3697815432578717,1499.42,Churned,45-54,1,1578.67
1919-RTPQD,Male,42,Yes,1,Fish Camp,93623,37.483535,-119.679414,7,7,Offer E,Yes,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,-0.6039508429958621,-0.8590211307231739,-0.24829533787400415,-0.2732809709900021,-0.6474844993231584,534.55,Stayed,35-44,1,579.3
1921-KYSAY,Female,36,No,0,Olivehurst,95961,39.082568,-121.55325,0,41,No Offer,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,0.16035604175117243,0.26328803678198937,-0.24829533787400415,-0.2732809709900021,0.9035866685639482,4391.18,Stayed,35-44,0,4459.780000000001
1925-GMVBW,Female,49,No,0,Oroville,95965,39.624561,-121.552866,0,5,No Offer,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Credit Card,-1.3794739713345723,-0.9638432360706818,-0.24829533787400415,-0.2732809709900021,-0.7399064809159991,218.75,Stayed,45-54,0,239.3
1925-LFCZZ,Male,71,No,0,Potrero,91963,32.619465,-116.593605,0,55,No Offer,No,Yes,DSL,No,No,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,-0.43410486860763225,0.20433525515948006,-0.24829533787400415,-0.2732809709900021,-0.884769816920624,2743.45,Stayed,65+,0,2793.5
